cve,project,commit_hash,cwe,vul_version_hash,patch_version_hash
CVE-2012-3360,https://github.com/openstack/nova,2427d4a99bed35baefd8f17ba422cb7aae8dcca7,CWE-22,feaeadab934e3d31fd3562014ffd2e44ae6dce34,6227bc9a1b2534874aa19024ad7d660c2b75197d
CVE-2012-3361,https://github.com/openstack/nova,2427d4a99bed35baefd8f17ba422cb7aae8dcca7,CWE-264,feaeadab934e3d31fd3562014ffd2e44ae6dce34,6227bc9a1b2534874aa19024ad7d660c2b75197d
CVE-2012-3447,https://github.com/openstack/nova,ce4b2e27be45a85b310237615c47eb53f37bb5f3,CWE-264,feaeadab934e3d31fd3562014ffd2e44ae6dce34,6227bc9a1b2534874aa19024ad7d660c2b75197d
CVE-2022-21668,https://github.com/pypa/pipenv,439782a8ae36c4762c88e43d5f0d8e563371b46f,"CWE-1284,CWE-190,CWE-78,CWE-77,CWE-791,CWE-20,CWE-427",1a5584e9a5d38a62e94c8bdc7bcb5da38613d718,d378b9f91c811c95069cda9369465aae11bf67a4
CVE-2022-31015,https://github.com/Pylons/waitress,4f6789b035610e0552738cdc4b35ca809a592d48,"CWE-362,CWE-248",9e0b8c801e4d505c2ffc91b891af4ba48af715e0,0aa4879d08b1fa816505dbb4f42342ba1d531644
CVE-2021-29431,https://github.com/matrix-org/sydent,0f00412017f25619bc36c264b29ea96808bf310a,"CWE-918,CWE-20",c2ab10897500dbba1c0d4be33f42985d81bbad7d,aeda939403fedc4d8f0195f3e7af5cf2fd40b6a6
CVE-2022-39348,https://github.com/twisted/twisted,f2f5e81c03f14e253e85fe457e646130780db40b,"CWE-80,CWE-79",4be2e50987d58db34683b88637417953250910af,15aa477d9b181d30c2111248741c615f36638f5f
CVE-2023-28837,https://github.com/wagtail/wagtail,3c0c64642b9e5b8d28b111263c7f4bddad6c3880,"CWE-770,CWE-400",1d32d25cb88d1bc241c22af11873c02340f39a7d,43c1753cb5b411129d032b9b2c136f691140555b
CVE-2023-40170,https://github.com/jupyter-server/jupyter_server,87a4927272819f0b1cae1afa4c8c86ee2da002fd,"CWE-306,CWE-284",6b45913c174fec7dfa13b9d95f85bf345ad7316c,5a8a47f5ba674d0f758a91cca08e2a9c6eacf224
CVE-2024-2912,https://github.com/bentoml/bentoml,fd70379733c57c6368cc022ac1f841b7b426db7b,CWE-1188,da08bfabb0805f01079f8bd176e22b3658a780eb,0597dfe464c037964fdbd09a35226c9bc7035173
CVE-2024-24811,https://github.com/zopefoundation/Products.SQLAlchemyDA,e682b99f8406f20bc3f0f2c77153ed7345fd215a,CWE-89,5510517308886a0c6368793b09bde69400a8f6ed,bdcd57b0793532272665ed95df6629510aa22594
CVE-2024-3234,https://github.com/gaizhenbiao/chuanhuchatgpt,6b8f7db347b390f6f8bd07ea2a4ef01a47382f00,CWE-22,4cadbd181af14070971e0b2506018783b74958df,e2d069ad9cf893f479313b08ef49495ec2ca07ef
CVE-2022-2514,https://github.com/beancount/fava,ca9e3882c7b5fbf5273ba52340b9fea6a99f3711,CWE-79,a8ae841844d61ac3bde73af0793d73f6d420d91a,b100959cacbefbfbd180f3c1ee6ed4440311fdb5
CVE-2023-6909,https://github.com/mlflow/mlflow,1da75dfcecd4d169e34809ade55748384e8af6c1,CWE-29,511d7dbfd55816ecdb0ac46140c22d5e4c3242ef,6ca72469b289e77acc2f1201ca39237fc025c090
CVE-2023-3765,https://github.com/mlflow/mlflow,6dde93758d42455cb90ef324407919ed67668b9b,CWE-36,79c489f9c965f93b5885b434be834222de29cd63,9ee9f4ebd9172c2a17af20ec1d9d506843057d13
CVE-2022-3175,https://github.com/ikus060/rdiffweb,233befc33bdc45d4838c773d5aed4408720504c5,"CWE-756,CWE-755,d4dcb80915c2a78eba43890a55d27b7efaa54519,73a369a3f7ec7958106d395eb65dd511fca0d9c7
CVE-2022-3179,https://github.com/ikus060/rdiffweb,233befc33bdc45d4838c773d5aed4408720504c5,CWE-521,d4dcb80915c2a78eba43890a55d27b7efaa54519,73a369a3f7ec7958106d395eb65dd511fca0d9c7
CVE-2022-4720,https://github.com/ikus060/rdiffweb,6afaae56a29536f0118b3380d296c416aa6d078d,CWE-601,4e4b4cd70001f2dc1c08c8e7bdaac0a9b8bf6ac0,70c1de694f1f93efa494f29115b33857aa496e8d
CVE-2022-4721,https://github.com/ikus060/rdiffweb,6afaae56a29536f0118b3380d296c416aa6d078d,CWE-75,4e4b4cd70001f2dc1c08c8e7bdaac0a9b8bf6ac0,70c1de694f1f93efa494f29115b33857aa496e8d
CVE-2022-3251,https://github.com/ikus060/minarca,7b5c7e6cbd59268d5cd4f1b5f42e721db116f71a,"CWE-614,CWE-311",a340e4ef97917d566fe83bf385c1d4170e62c6c5,e6f34b6a78250dc4300efed5347c1b0e853f2fc8
CVE-2023-26145,https://github.com/dgilland/pydash,6ff0831ad285fff937cafd2a853f20cc9ae92021,"CWE-94,CWE-77",7d150fe36daa6fcdbaf0e8dc928c236c54d951cb,81d58d6d028e57a252507a7a99179b1150756f7e
CVE-2023-41319,https://github.com/ethyca/fides,5989b5fa744c8d8c340963b895a054883549358a,"CWE-94,CWE-693",9889a69e3d2e914611cd0ccfe8493d5fcb2f5390,68042e81db2c2175f04bd38e7432d597bc5cfcc8
CVE-2023-39349,https://github.com/getsentry/sentry,fad12c1150d1135edf9666ea72ca11bc110c1083,"CWE-287,CWE-284",1b5a9d7e96c4b615de0ff862d049ccaf3b921eba,adbbcd8cfb0406be8647c6763a243e171de3d84a
CVE-2021-32811,https://github.com/zopefoundation/Zope,f72a18dda8e9bf2aedb46168761668464a4be988,"CWE-915,CWE-1321",169b67f8702554e197ad090a4e5403c17fa482a7,4e17a29856f80c82fdee61eadfda1b42fac92ffe
CVE-2015-1838,https://github.com/saltstack/salt,e11298d7155e9982749483ca5538e46090caef9c,CWE-19,5fd1705e8a1224cdf5684a6db0b71b2a053fcb6b,1440ffa9303ec545fb198a3f4cd48d4929bea9f4
CVE-2014-9720,https://github.com/tornadoweb/tornado,1c36307463b1e8affae100bf9386948e6c1b2308,CWE-203,989693186242844e3f94955a91d452b220320ad0,67655497b06757752e48e236c78378b953bdff62
CVE-2013-1445,https://github.com/pycrypto/pycrypto,19dcf7b15d61b7dc1a125a367151de40df6ef175,CWE-310,373ea760f21701b162e8c4912a66928ee30d401a,7fd528d03b5eae58eef6fd219af5d9ac9c83fa50
CVE-2021-43799,https://github.com/zulip/zulip,a5496f4098e3998c9b84e8dc564aa983d6cdf6e8,CWE-338,ae000bfdbaf428cb1f7164bab0668111e14d2304,0213b811ec6cd0edce84d1f39c0e2d6c2ffa6768
CVE-2021-37705,https://github.com/microsoft/onefuzz,2fcb4998887959b4fa11894a068d689189742cb1,CWE-863,19a3f601f418511859194d21571043aab329b2f5,a77f81f1c7409aeb627265417fafa9da9e64bb7d
CVE-2015-8213,https://github.com/django/django,316bc3fc9437c5960c24baceb93c73f1939711e4,CWE-200,abb8dda6c90a730c783ccd3312aa5d39d1fa470b,2d66d04e7376a66774a7fec5eecdbde6971f6ad2
CVE-2023-49082,https://github.com/aio-libs/aiohttp,e4ae01c2077d2cfa116aa82e4ff6866857f7c466,CWE-20,,
CVE-2023-49082,https://github.com/aio-libs/aiohttp,e4ae01c2077d2cfa116aa82e4ff6866857f7c466,CWE-93,,
CVE-2021-21376,https://github.com/ome/omero-web,952f8e5d28532fbb14fb665982211329d137908c,CWE-200,,
CVE-2021-21377,https://github.com/ome/omero-web,952f8e5d28532fbb14fb665982211329d137908c,CWE-601,,
CVE-2021-21386,https://github.com/dwisiswant0/apkleaks,a966e781499ff6fd4eea66876d7532301b13a382,CWE-78,,
CVE-2021-21386,https://github.com/dwisiswant0/apkleaks,a966e781499ff6fd4eea66876d7532301b13a382,CWE-88,,
CVE-2021-41127,https://github.com/RasaHQ/rasa,1b6b502f52d73b4f8cd1959ce724b8ad0eb33989,CWE-22,,
CVE-2021-41127,https://github.com/RasaHQ/rasa,1b6b502f52d73b4f8cd1959ce724b8ad0eb33989,CWE-23,,
CVE-2023-4033,https://github.com/mlflow/mlflow,6dde93758d42455cb90ef324407919ed67668b9b,CWE-78,,
CVE-2023-6831,https://github.com/mlflow/mlflow,1da75dfcecd4d169e34809ade55748384e8af6c1,CWE-22,,
CVE-2022-23599,https://github.com/plone/Products.ATContentTypes,fc793f88f35a15a68b52e4abed77af0da5fdbab8,CWE-601,,
CVE-2022-23599,https://github.com/plone/Products.ATContentTypes,fc793f88f35a15a68b52e4abed77af0da5fdbab8,CWE-79,,
CVE-2022-24788,https://github.com/vyperlang/vyper,049dbdc647b2ce838fae7c188e6bb09cf16e470b,CWE-119,,
CVE-2022-24845,https://github.com/vyperlang/vyper,049dbdc647b2ce838fae7c188e6bb09cf16e470b,CWE-190,,
CVE-2022-31041,https://github.com/open-formulieren/open-forms,0978a29e821a7228c5d46c0527c3e925eb91b071,CWE-20,,
CVE-2022-31041,https://github.com/open-formulieren/open-forms,0978a29e821a7228c5d46c0527c3e925eb91b071,CWE-434,,
CVE-2022-3268,https://github.com/ikus060/minarca,7b5c7e6cbd59268d5cd4f1b5f42e721db116f71a,CWE-521,,
CVE-2023-50264,https://github.com/morpheus65535/bazarr,17add7fbb3ae1919a40d505470d499d46df9ae6b,CWE-22,,
CVE-2023-50265,https://github.com/morpheus65535/bazarr,17add7fbb3ae1919a40d505470d499d46df9ae6b,CWE-22,,
CVE-2023-50266,https://github.com/morpheus65535/bazarr,17add7fbb3ae1919a40d505470d499d46df9ae6b,CWE-918,,
CVE-2024-1879,https://github.com/significant-gravitas/autogpt,26324f29849967fa72c207da929af612f1740669,CWE-352,,
CVE-2024-1880,https://github.com/significant-gravitas/autogpt,26324f29849967fa72c207da929af612f1740669,CWE-78,,
CVE-2024-1881,https://github.com/significant-gravitas/autogpt,26324f29849967fa72c207da929af612f1740669,CWE-78,,
CVE-2024-2171,https://github.com/zenml-io/zenml,68bcb3ba60cba9729c9713a49c39502d40fb945e,CWE-79,,
CVE-2024-2260,https://github.com/zenml-io/zenml,68bcb3ba60cba9729c9713a49c39502d40fb945e,CWE-384,,
CVE-2021-32674,https://github.com/zopefoundation/Zope,1d897910139e2c0b11984fc9b78c1da1365bec21,CWE-22,,
CVE-2023-44389,https://github.com/zopefoundation/Zope,aeaf2cdc80dff60815e3706af448f086ddc3b98d,CWE-79,,
CVE-2011-3211,https://github.com/solj/bcfg2,f4a35efec1b6a1e54d61cf1b8bfc83dd1d89eef7,CWE-20,,
CVE-2011-4312,https://github.com/reviewboard/reviewboard,7a0a9d94555502278534dedcf2d75e9fccce8c3d,CWE-79,,
CVE-2013-2209,https://github.com/reviewboard/reviewboard,4aaacbb1e628a80803ba1a55703db38fccdf7dbf,CWE-79,,
CVE-2011-4596,https://github.com/openstack/nova,ad3241929ea00569c74505ed002208ce360c667e,CWE-22,,
CVE-2012-2654,https://github.com/openstack/nova,ff06c7c885dc94ed7c828e8cdbb8b5d850a7e654,CWE-20,,
CVE-2012-3371,https://github.com/openstack/nova,034762e8060dcf0a11cb039b9d426b0d0bb1801d,CWE-20,,
CVE-2012-5625,https://github.com/openstack/nova,9d2ea970422591f8cdc394001be9a2deca499a5f,CWE-200,,
CVE-2022-0860,https://github.com/cobbler/cobbler,9044aa990a94752fa5bd5a24051adde099280bfa,CWE-285,,
CVE-2012-2417,https://github.com/Legrandin/pycrypto,9f912f13df99ad3421eff360d6a62d7dbec755c2,CWE-310,,
CVE-2012-3366,https://github.com/Bcfg2/bcfg2,a524967e8d5c4c22e49cd619aed20c87a316c0be,CWE-78,,
CVE-2012-3426,https://github.com/openstack/keystone,375838cfceb88cacc312ff6564e64eb18ee6a355,CWE-264,,
CVE-2012-3426,https://github.com/openstack/keystone,628149b3dc6b58b91fd08e6ca8d91c728ccb8626,CWE-264,,
CVE-2012-3426,https://github.com/openstack/keystone,a67b24878a6156eab17b9098fa649f0279256f5d,CWE-264,,
CVE-2012-3542,https://github.com/openstack/keystone,c13d0ba606f7b2bdc609a7f388334e5efec3f3aa,CWE-264,,
CVE-2012-4456,https://github.com/openstack/keystone,1d146f5c32e58a73a677d308370f147a3271c2cb,CWE-287,,
CVE-2012-4456,https://github.com/openstack/keystone,868054992faa45d6f42d822bf1588cb88d7c9ccb,CWE-287,,
CVE-2012-4457,https://github.com/openstack/keystone,4ebfdfaf23c6da8e3c182bf3ec2cb2b7132ef685,CWE-287,,
CVE-2013-0270,https://github.com/openstack/keystone,7691276b869a86c2b75631d5bede9f61e030d9d8,CWE-119,,
CVE-2012-3458,https://github.com/bbangert/beaker,91becae76101cf87ce8cbfabe3af2622fc328fe5,CWE-310,,
CVE-2012-4406,https://github.com/openstack/swift,e1ff51c04554d51616d2845f92ab726cb0e5831a,CWE-502,,
CVE-2013-4249,https://github.com/django/django,cbe6d5568f4f5053ed7228ca3c3d0cce77cf9560,CWE-79,,
CVE-2013-6044,https://github.com/django/django,ae3535169af804352517b7fea94a42a1c9c4b762,CWE-79,,
CVE-2016-2512,https://github.com/django/django,c5544d289233f501917e25970c03ed444abbd4f0,CWE-79,,
CVE-2016-2513,https://github.com/django/django,67b46ba7016da2d259c1ecc7d666d11f5e1cfaab,CWE-200,,
CVE-2020-7471,https://github.com/django/django,eb31d845323618d688ad429479c6dda973056136,CWE-89,,
CVE-2012-4573,https://github.com/openstack/glance,6ab0992e5472ae3f9bef0d2ced41030655d9d2bc,CWE-264,,
CVE-2012-5482,https://github.com/openstack/glance,b591304b8980d8aca8fa6cda9ea1621aca000c88,CWE-264,,
CVE-2013-0212,https://github.com/openstack/glance,e96273112b5b5da58d970796b7cfce04c5030a89,CWE-200,,
CVE-2013-7176,https://github.com/fail2ban/fail2ban,eb2f0c927257120dfc32d2450fd63f1962f38821,CWE-20,,
CVE-2013-7177,https://github.com/fail2ban/fail2ban,bd175f026737d66e7110868fb50b3760ff75e087,CWE-20,,
CVE-2021-32749,https://github.com/fail2ban/fail2ban,2ed414ed09b3bb4c478abc9366a1ff22024a33c9,CWE-94,,
CVE-2021-32749,https://github.com/fail2ban/fail2ban,410a6ce5c80dd981c22752da034f2529b5eee844,CWE-94,,
CVE-2013-10009,https://github.com/DrAzraelTod/pyChao,9d8adbc07c384ba51c2583ce0819c9abb77dc648,CWE-89,,
CVE-2013-1630,https://github.com/mardiros/pyshop,ffadb0bcdef1e385884571670210cfd6ba351784,CWE-20,,
CVE-2013-2012,https://github.com/wting/autojump,ad09ee27d402be797b3456abff6edeb4291edfec,CWE-269,,
CVE-2013-2012,https://github.com/wting/autojump,c763b2afadb188ab52849c21d43d2e8fe5b8800a,CWE-269,,
CVE-2013-4251,https://github.com/scipy/scipy,bd296e0336420b840fcd2faabb97084fd252a973,CWE-269,,
CVE-2013-4509,https://github.com/ibus/ibus-anthy,6aae0a9f145f536515e268dd6b25aa740a5edfe7,CWE-255,,
CVE-2013-7416,https://github.com/themoken/canto-curses,2817869f98c54975f31e2dd674c1aefa70749cca,CWE-77,,
CVE-2014-0012,https://github.com/mitsuhiko/jinja2,acb672b6a179567632e032f547582f30fa2f4aa7,CWE-264,,
CVE-2014-0593,https://github.com/openSUSE/obs-service-set_version,10d5bddcea29f74a175f7f550924bf6407e52e93,CWE-20,,
CVE-2014-125056,https://github.com/Pylons/horus,fd56ccb62ce3cbdab0484fe4f9c25c4eda6c57ec,CWE-208,,
CVE-2014-125065,https://github.com/john5223/bottle-auth,99cfbcc0c1429096e3479744223ffb4fda276875,CWE-89,,
CVE-2014-125070,https://github.com/yanheven/console,ba908ae88d5925f4f6783eb234cc4ea95017472b,CWE-79,,
CVE-2014-125078,https://github.com/yanheven/console,32a7b713468161282f2ea01d5e2faff980d924cd,CWE-79,,
CVE-2014-125108,https://github.com/w3c/online-spellchecker-py,d6c21fd8187c5db2a50425ff80694149e75d722e,CWE-79,,
CVE-2014-2235,https://github.com/ASKBOT/askbot-devel,876e3662ff6b78cc6241338c15e3a0cb49edf4e2,CWE-79,,
CVE-2014-2236,https://github.com/ASKBOT/askbot-devel,876e3662ff6b78cc6241338c15e3a0cb49edf4e2,CWE-79,,
CVE-2014-2236,https://github.com/ASKBOT/askbot-devel,a676a86b6b7a5737d4da4f59f71e037406f88d29,CWE-79,,
CVE-2014-2260,https://github.com/Eugeny/ajenti,3270fd1d78391bb847b4c9ce37cf921f485b1310,CWE-79,,
CVE-2014-4301,https://github.com/Eugeny/ajenti,d3fc5eb142ff16d55d158afb050af18d5ff09120,CWE-79,,
CVE-2014-3498,https://github.com/ansible/ansible,8ed6350e65c82292a631f08845dfaacffe7f07f5,CWE-20,,
CVE-2014-4678,https://github.com/ansible/ansible,5429b85b9f6c2e640074176f36ff05fd5e4d1916,CWE-74,,
CVE-2014-3840,https://github.com/mayan-edms/mayan-edms,398c480c10416d76e7c1dcb607e726e8fc988e72,CWE-79,,
CVE-2014-3994,https://github.com/djblets/djblets,50000d0bbb983fa8c097b588d06b64df8df483bd,CWE-79,,
CVE-2014-3994,https://github.com/djblets/djblets,77a68c03cd619a0996f3f37337b8c39ca6643d6e,CWE-79,,
CVE-2014-3994,https://github.com/djblets/djblets,e2c79117efd925636acd871a5f473512602243cf,CWE-79,,
CVE-2014-3995,https://github.com/djblets/djblets,50000d0bbb983fa8c097b588d06b64df8df483bd,CWE-79,,
CVE-2014-3995,https://github.com/djblets/djblets,77ac64642ad530bf69e390c51fc6fdcb8914c8e7,CWE-79,,
CVE-2014-3995,https://github.com/djblets/djblets,e2c79117efd925636acd871a5f473512602243cf,CWE-79,,
CVE-2015-10010,https://github.com/opendns/OpenResolve,c680170d5583cd9342fe1af43001fe8b2b8004dd,CWE-79,,
CVE-2015-10011,https://github.com/opendns/OpenResolve,9eba6ba5abd89d0e36a008921eb307fcef8c5311,CWE-116,,
CVE-2015-10049,https://github.com/overdrive-diy/course-builder,e39645fd714adb7e549908780235911ae282b21b,CWE-79,,
CVE-2015-10056,https://github.com/2071174A/vinylmap,b07b79a1e92cc62574ba0492cce000ef4a7bd25f,CWE-89,,
CVE-2015-10062,https://github.com/blankenberg/galaxy-data-resource,50d65f45d3f5be5d1fbff2e45ac5cec075f07d42,CWE-74,,
CVE-2015-10069,https://github.com/viakondratiuk/cash-machine,62a6e24efdfa195b70d7df140d8287fdc38eb66d,CWE-89,,
CVE-2015-1326,https://github.com/martinpitt/python-dbusmock,4e7d0df909338eb3c44b083722c7bf8b76bdf940,CWE-20,,
CVE-2015-6918,https://github.com/saltstack/salt,28aa9b105804ff433d8f663b2f9b804f2b75495a,CWE-200,,
CVE-2017-14695,https://github.com/saltstack/salt,80d90307b07b3703428ecbb7c8bb468e28a9ae6d,CWE-22,,
CVE-2017-14696,https://github.com/saltstack/salt,5f8b5e1a0f23fe0f2be5b3c3e04199b57a53db5b,CWE-20,,
CVE-2015-3010,https://github.com/ceph/ceph-deploy,eee56770393bf19ed2dd5389226c6190c08dee3f,CWE-200,,
CVE-2015-3171,https://github.com/sosreport/sos,d7759d3ddae5fe99a340c88a1d370d65cfa73fd6,CWE-200,,
CVE-2015-3220,https://github.com/trevp/tlslite,aca8d4f898b436ff6754e1a9ab96cae976c8a853,CWE-119,,
CVE-2015-4082,https://github.com/jborg/attic,78f9ad1faba7193ca7f0acccbc13b1ff6ebf9072,CWE-264,,
CVE-2023-24816,https://github.com/ipython/ipython,385d69325319a5972ee9b5983638e3617f21cb1f,CWE-78,,
CVE-2015-5081,https://github.com/divio/django-cms,f77cbc607d6e2a62e63287d37ad320109a2cc78a,CWE-352,,
CVE-2015-5159,https://github.com/latchset/kdcproxy,f274aa6787cb8b3ec1cc12c440a56665b7231882,CWE-20,,
CVE-2015-5263,https://github.com/pulp/pulp,b542d7465f7e6e02e1ea1aec059ac607a65cefe7,CWE-295,,
CVE-2015-6941,https://github.com/twangboy/salt,c0689e32154c41f59840ae10ffc5fbfa30618710,CWE-534,,
CVE-2015-6961,https://github.com/web2py/web2py,e31a099cb3456fef471886339653430ae59056b0,CWE-601,,
CVE-2016-10321,https://github.com/web2py/web2py,944d8bd8f3c5cf8ae296fc03d149056c65358426,CWE-254,,
CVE-2016-3952,https://github.com/web2py/web2py,9706d125b42481178d2b423de245f5d2faadbf40,CWE-255,,
CVE-2022-33146,https://github.com/web2py/web2py,a181b855a43cb8b479d276b082cfcde385768451,CWE-601,,
CVE-2015-7315,https://github.com/zopefoundation/Products.CMFCore,e1d981bfa14b664317285f0f36498f4be4a23406,CWE-284,,
CVE-2023-36814,https://github.com/zopefoundation/Products.CMFCore,40f03f43a60f28ca9485c8ef429efef729be54e5,CWE-770,,
CVE-2015-7316,https://github.com/plone/Products.CMFPlone,3da710a2cd68587f0bf34f2e7ea1167d6eeee087,CWE-79,,
CVE-2015-8747,https://github.com/Unrud/Radicale,bcaf452e516c02c9bed584a73736431c5e8831f1,CWE-20,,
CVE-2015-8748,https://github.com/Unrud/Radicale,4bfe7c9f7991d534c8b9fbe153af9d341f925f98,CWE-264,,
CVE-2016-1505,https://github.com/Unrud/Radicale,b4b3d51f33c7623d312f289252dd7bbb8f58bbe6,CWE-21,,
CVE-2016-0720,https://github.com/ClusterLabs/pcs,b9e7f061788c3b86a0c67d2d4158f067ec5eb625,CWE-352,,
CVE-2016-0721,https://github.com/ClusterLabs/pcs,acdbbe8307e6f4a36b2c7754765e732e43fe8d17,CWE-384,,
CVE-2016-0721,https://github.com/ClusterLabs/pcs,bc6ad9086857559db57f4e3e6de66762291c0774,CWE-384,,
CVE-2016-0721,https://github.com/ClusterLabs/pcs,e9b28833d54a47ec441f6dbad0db96e1fc662a5b,CWE-384,,
CVE-2017-2661,https://github.com/ClusterLabs/pcs,1874a769b5720ae5430f10c6cedd234430bc703f,CWE-79,,
CVE-2016-1000003,https://github.com/fedora-infra/mirrormanager2,2e227f6023477cbdbefd577f15d0846aa40c8775,CWE-94,,
CVE-2016-1000003,https://github.com/fedora-infra/mirrormanager2,eb9b542bc818071b9eee41c3583b7e6e172b3a53,CWE-94,,
CVE-2018-7889,https://github.com/kovidgoyal/calibre,aeb5b036a0bf657951756688b3c72bd68b6e4a7d,CWE-502,,
CVE-2016-10745,https://github.com/pallets/jinja,9b53045c34e61013dc8f09b7e52a555fa16bed16,CWE-134,,
CVE-2016-4444,https://github.com/fedora-selinux/setroubleshoot,5cd60033ea7f5bdf8c19c27b23ea2d773d9b09f5,CWE-77,,
CVE-2016-4445,https://github.com/fedora-selinux/setroubleshoot,2d12677629ca319310f6263688bb1b7f676c01b7,CWE-77,,
CVE-2016-5851,https://github.com/python-openxml/python-docx,61b40b161b64173ab8e362aec1fd197948431beb,CWE-611,,
