cve,project,commit_hash,cwe,vul_version_hash,patch_version_hash
CVE-2018-18206,https://github.com/Bytom/bytom,1ac3c8ac4f2b1e1df9675228290bda6b9586ba42,CWE-190,,
CVE-2018-20303,https://github.com/gogs/gogs,ff93d9dbda5cebe90d86e4b7dfb2c6b8642970ce,CWE-22,,
CVE-2020-14958,https://github.com/gogs/gogs,82ff0c5852f29daa5f95d965fd50665581e7ea3c,CWE-281,,
CVE-2022-1285,https://github.com/gogs/gogs,7885f454a4946c4bbec1b4f8c603b5eea7429c7f,CWE-918,,
CVE-2022-1986,https://github.com/gogs/gogs,38aff73251cc46ced96dd608dab6190415032a82,CWE-78,,
CVE-2022-1992,https://github.com/gogs/gogs,2ca014250fbf0bba94c914d9e43b1f6d8eca3bb0,CWE-22,,
CVE-2022-1993,https://github.com/gogs/gogs,9bf748b6c4c9a17d3aa77f6b9abcfae65451febf,CWE-22,,
CVE-2022-2024,https://github.com/gogs/gogs,15d0d6a94be0098a8227b6b95bdf2daed105ec41,CWE-78,,
CVE-2022-31038,https://github.com/gogs/gogs,155cae1de8916fc3fde78f350763034b7422caee,CWE-79,,
CVE-2018-25046,https://github.com/cloudfoundry/archiver,09b5706aa9367972c09144a450bb4523049ee840,CWE-22,,
CVE-2018-25059,https://github.com/jessfraz/pastebinit,1af2facb6d95976c532b7f8f82747d454a092272,CWE-22,,
CVE-2018-25060,https://github.com/go-macaron/csrf,dadd1711a617000b70e5e408a76531b73187031c,CWE-311,,
CVE-2018-6558,https://github.com/google/fscrypt,3022c1603d968c22f147b4a2c49c4637dd1be91b,NVD-CWE-noinfo,,
CVE-2018-6558,https://github.com/google/fscrypt,315f9b042237200174a1fb99427f74027e191d66,NVD-CWE-noinfo,,
CVE-2019-1020014,https://github.com/docker/docker-credential-helpers,1c9f7ede70a5ab9851f4c9cb37d317fd89cd318a,CWE-415,,
CVE-2019-11502,https://github.com/snapcore/snapd,bdbfeebef03245176ae0dc323392bb0522a339b1,CWE-59,,
CVE-2021-3155,https://github.com/snapcore/snapd,6bcaeeccd16ed8298a301dd92f6907f88c24cc85,CWE-276,,
CVE-2021-3155,https://github.com/snapcore/snapd,7d2a966620002149891446a53cf114804808dcca,CWE-276,,
CVE-2024-5138,https://github.com/snapcore/snapd,68ee9c6aa916ab87dbfd9a26030690f2cabf1e14,NVD-CWE-noinfo,,
CVE-2019-14243,https://github.com/mastercactapus/proxyprotocol,5c4a101121fc3e868026189c7a73f7f19eef90ac,CWE-20,,
CVE-2019-15119,https://github.com/cnlh/nps,7178b3380720e910d283036a8d39879a94105515,CWE-732,,
CVE-2019-16097,https://github.com/goharbor/harbor,b6db8a8a106259ec9a2c48be8a380cb3b37cf517,CWE-862,,
CVE-2019-18466,https://github.com/containers/libpod,5c09c4d2947a759724f9d5aef6bac04317e03f7e,CWE-59,,
CVE-2019-20786,https://github.com/pion/dtls,fd73a5df2ff0e1fb6ae6a51e2777d7a16cc4f4e0,CWE-287,,
CVE-2022-29189,https://github.com/pion/dtls,a6397ff7282bc56dc37a68ea9211702edb4de1de,CWE-120,,
CVE-2022-29190,https://github.com/pion/dtls,e0b2ce3592e8e7d73713ac67b363a2e192a4cecf,CWE-835,,
CVE-2022-29222,https://github.com/pion/dtls,d2f797183a9f044ce976e6df6f362662ca722412,CWE-295,,
CVE-2019-25072,https://github.com/tendermint/tendermint,03085c2da23b179c4a51f59a03cb40aa4e85a613,CWE-400,,
CVE-2020-15091,https://github.com/tendermint/tendermint,480b995a31727593f58b361af979054d17d84340,CWE-347,,
CVE-2020-5303,https://github.com/tendermint/tendermint,e2d6859afd7dba4cf97c7f7d412e7d8fc908d1cd,CWE-787,,
CVE-2021-21271,https://github.com/tendermint/tendermint,a2a6852ab99e4a0f9e79f0ea8c1726e262e25c76,CWE-400,,
CVE-2019-25073,https://github.com/goadesign/goa,70b5a199d0f813d74423993832c424e1fc73fb39,CWE-22,,
CVE-2019-25211,https://github.com/gin-contrib/cors,27b723a473efd80d5a498fa9f5933c80204c850d,NVD-CWE-noinfo,,
CVE-2019-3826,https://github.com/prometheus/prometheus,62e591f928ddf6b3468308b7ac1de1c63aa7fcf3,CWE-79,,
CVE-2019-8400,https://github.com/ory/hydra,9b5bbd48a72096930af08402c5e07fce7dd770f3,CWE-79,,
CVE-2020-5300,https://github.com/ory/hydra,700d17d3b7d507de1b1d459a7261d6fb2571ebe3,CWE-294,,
CVE-2020-11091,https://github.com/weaveworks/weave,15f21f1899060f7716c70a8555a084e836f39a60,CWE-350,,
CVE-2020-26278,https://github.com/weaveworks/weave,a0ac81b3b4cae6d0dcaf3732fd91cedefc89f720,CWE-250,,
CVE-2022-24768,https://github.com/argoproj/argo-cd,af03b291d4b7e9d3ce9a6580ae9c8141af0e05cf,CWE-862,,
CVE-2023-23947,https://github.com/argoproj/argo-cd,fbb0b99b1ac3361b253052bd30259fa43a520945,CWE-863,,
CVE-2023-40025,https://github.com/argoproj/argo-cd,e047efa8f9518c54d00d2e4493b64bc4dba98478,CWE-613,,
CVE-2023-40029,https://github.com/argoproj/argo-cd,4b2e5b06bff2ffd8ed1970654ddd8e55fc4a41c4,CWE-532,,
CVE-2023-40584,https://github.com/argoproj/argo-cd,b8f92c4ff226346624f43de3f25d81dac6386674,CWE-400,,
CVE-2023-50726,https://github.com/argoproj/argo-cd,3b8f673f06c2d228e01cbc830e5cb57cef008978,NVD-CWE-noinfo,,
CVE-2024-28175,https://github.com/argoproj/argo-cd,479b5544b57dc9ef767d49f7003f39602c480b71,NVD-CWE-noinfo,,
CVE-2024-36106,https://github.com/argoproj/argo-cd,c2647055c261a550e5da075793260f6524e65ad9,NVD-CWE-noinfo,,
CVE-2024-37152,https://github.com/argoproj/argo-cd,256d90178b11b04bc8174d08d7b663a2a7b1771b,NVD-CWE-noinfo,,
CVE-2021-32787,https://github.com/sourcegraph/sourcegraph,6e51f4546368d959a1f9f173d16e5f20c55deb56,NVD-CWE-noinfo,,
CVE-2022-31155,https://github.com/sourcegraph/sourcegraph,2832d7882396a6295ba5803b5ef48dc7d5a24c59,CWE-863,,
CVE-2020-15129,https://github.com/containous/traefik,e63db782c11c7b8bfce30be4c902e7ef8f9f33d2,CWE-601,,
CVE-2020-15185,https://github.com/helm/helm,055dd41cbe53ce131ab0357524a7f6729e6e40dc,NVD-CWE-Other,,
CVE-2020-15186,https://github.com/helm/helm,809e2d999e2c33e20e77f6bff30652d79c287542,CWE-74,,
CVE-2020-15187,https://github.com/helm/helm,d9ef5ce8bad512e325390c0011be1244b8380e4b,NVD-CWE-Other,,
CVE-2021-21303,https://github.com/helm/helm,6ce9ba60b73013857e2e7c73d3f86ed70bc1ac9a,CWE-74,,
CVE-2022-23525,https://github.com/helm/helm,638ebffbc2e445156f3978f02fd83d9af1e56f5b,CWE-476,,
CVE-2022-23526,https://github.com/helm/helm,bafafa8bb1b571b61d7a9528da8d40c307dade3d,CWE-476,,
CVE-2023-25165,https://github.com/helm/helm,5abcf74227bfe8e5a3dbf105fe62e7b12deb58d2,CWE-200,,
CVE-2024-25620,https://github.com/helm/helm,0d0f91d1ce277b2c8766cdc4c7aa04dbafbf2503,CWE-22,,
CVE-2024-26147,https://github.com/helm/helm,bb4cc9125503a923afb7988f3eb478722a8580af,NVD-CWE-noinfo,,
CVE-2020-15216,https://github.com/russellhaering/goxmldsig,f6188febf0c29d7ffe26a0436212b19cb9615e64,CWE-347,,
CVE-2020-15222,https://github.com/ory/fosite,0c9e0f6d654913ad57c507dd9a36631e1858a3e9,CWE-345,,
CVE-2020-15223,https://github.com/ory/fosite,03dd55813f5521985f7dd64277b7ba0cf1441319,CWE-754,,
CVE-2020-15233,https://github.com/ory/fosite,cdee51ebe721bfc8acca0fd0b86b030ca70867bf,CWE-601,,
CVE-2020-15234,https://github.com/ory/fosite,cdee51ebe721bfc8acca0fd0b86b030ca70867bf,CWE-178,,
CVE-2020-15229,https://github.com/hpcng/singularity,eba3dea260b117198fdb6faf41f2482ab2f8d53e,CWE-22,,
CVE-2020-15257,https://github.com/containerd/containerd,4a4bb851f5da563ff6e68a83dc837c7699c469ad,CWE-669,,
CVE-2021-43816,https://github.com/containerd/containerd,a731039238c62be081eb8c31525b988415745eea,CWE-281,,
CVE-2022-31030,https://github.com/containerd/containerd,c1bcabb4541930f643aa36a2b38655e131346382,CWE-400,,
CVE-2020-24707,https://github.com/gophish/gophish,b25f5ac5e468f6730e377f43c7995e18f8fccc2b,CWE-1236,,
CVE-2020-24708,https://github.com/gophish/gophish,90fed5a575628b89eaf941e1627b49e0f3693812,CWE-79,,
CVE-2020-24710,https://github.com/gophish/gophish,e3352f481e94054ffe08494c9225d3878347b005,CWE-918,,
CVE-2020-24711,https://github.com/gophish/gophish,6df62e85fd60f0931d3c8bfdb13b436a961bc9b6,CWE-1021,,
CVE-2020-24712,https://github.com/gophish/gophish,4e9b94b641755f359542b246cc0c555fa3bc6715,CWE-79,,
CVE-2020-25989,https://github.com/pritunl/pritunl-client-electron,89f8c997c6f93e724f68f76f7f47f8891d9acc2d,CWE-59,,
CVE-2020-27519,https://github.com/pritunl/pritunl-client-electron,87ceeae9b8ee415541d7d71de10675e699a76e5e,CWE-269,,
CVE-2020-27519,https://github.com/pritunl/pritunl-client-electron,c0aeb159351e5e99d752c27b87133eca299bdfce,CWE-269,,
CVE-2022-25372,https://github.com/pritunl/pritunl-client-electron,e16d47437f8ef62546aa00edb0d64be2a7d2205b,CWE-269,,
CVE-2020-26213,https://github.com/kitabisa/teler,ec6082049dba9e44a21f35fb7b123d42ce1a1a7e,CWE-476,,
CVE-2022-23466,https://github.com/kitabisa/teler,20f59eda2420ac64e29f199a61230a0abc875e8e,CWE-79,,
CVE-2020-26276,https://github.com/fleetdm/fleet,57812a532e5f749c8e18c6f6a652eca65c083607,CWE-290,,
CVE-2021-21296,https://github.com/fleetdm/fleet,f68f4238e83b45b2164e4ed05df14af0f06eaf40,NVD-CWE-Other,,
CVE-2022-24841,https://github.com/fleetdm/fleet,da171d3b8d149c30b8307723cbe6b6e8847cb30c,CWE-863,,
CVE-2020-26277,https://github.com/datacharmer/dbdeployer,548e256c1de2f99746e861454e7714ec6bc9bb10,CWE-59,,
CVE-2020-26279,https://github.com/ipfs/go-ipfs,b7ddba7fe47dee5b1760b8ffe897908417e577b2,CWE-22,,
CVE-2020-26283,https://github.com/ipfs/go-ipfs,fb0a9acd2d8288bd1028c3219a420de62a09683a,CWE-116,,
CVE-2020-26279,https://github.com/whyrusleeping/tar-utils,20a61371de5b51380bbdb0c7935b30b0625ac227,CWE-22,,
CVE-2020-36566,https://github.com/whyrusleeping/tar-utils,20a61371de5b51380bbdb0c7935b30b0625ac227,CWE-22,,
CVE-2020-26290,https://github.com/dexidp/dex,324b1c886b407594196113a3dbddebe38eecd4e8,CWE-347,,
CVE-2022-39222,https://github.com/dexidp/dex,49471b14c8080ddb034d4855841123d378b7a634,CWE-862,,
CVE-2024-23656,https://github.com/dexidp/dex,5bbdb4420254ba73b9c4df4775fe7bdacf233b17,CWE-326,,
CVE-2020-26294,https://github.com/go-vela/compiler,f1ace5f8a05c95c4d02264556e38a959ee2d9bda,CWE-78,,
CVE-2020-28349,https://github.com/brocaar/chirpstack-network-server,874fc1a9b01045ebe8a340f0bb01ed19e8256e60,CWE-20,,
CVE-2020-28349,https://github.com/brocaar/chirpstack-network-server,f996bb0c6c85281b5658f59ff09db1b4a73db453,CWE-20,,
CVE-2020-36559,https://github.com/go-aah/aah,881dc9f71d1f7a4e8a9a39df9c5c081d3a2da1ec,CWE-22,,
CVE-2020-36560,https://github.com/artdarek/go-unzip,4975cbe0a719dc50b12da8585f1f207c82f7dfe0,CWE-22,,
CVE-2020-36561,https://github.com/yi-ge/unzip,2adbaa4891b9690853ef10216189189f5ad7dc73,CWE-22,,
CVE-2020-36564,https://github.com/justinas/nosurf,4d86df7a4affa1fa50ab39fb09aac56c3ce9c314,CWE-20,,
CVE-2020-36565,https://github.com/labstack/echo,4422e3b66b9fd498ed1ae1d0242d660d0ed3faaa,CWE-22,,
CVE-2020-36567,https://github.com/gin-gonic/gin,a71af9c144f9579f6dbe945341c1df37aaf09c0d,CWE-116,,
CVE-2020-36568,https://github.com/revel/revel,d160ecb72207824005b19778594cbdc272e8a605,CWE-770,,
CVE-2020-36569,https://github.com/nanobox-io/golang-nanoauth,063a3fb69896acf985759f0fe3851f15973993f3,CWE-287,,
CVE-2020-36625,https://github.com/destinygg/chat,bebd256fc3063111fb4503ca25e005ebf6e73780,CWE-352,,
CVE-2020-36627,https://github.com/go-macaron/i18n,329b0c4844cc16a5a253c011b55180598e707735,CWE-601,,
CVE-2020-36645,https://github.com/square/squalor,f6f0a47cc344711042eb0970cb423e6950ba3f93,CWE-89,,
CVE-2020-4037,https://github.com/oauth2-proxy/oauth2-proxy,ee5662e0f5001d76ec76562bb605abbd07c266a2,CWE-601,,
CVE-2021-21291,https://github.com/oauth2-proxy/oauth2-proxy,780ae4f3c99b579cb2ea9845121caebb6192f725,CWE-601,,
CVE-2021-21411,https://github.com/oauth2-proxy/oauth2-proxy,0279fa7dff1752f1710707dbd1ffac839de8bbfc,CWE-863,,
CVE-2020-5233,https://github.com/pusher/oauth2_proxy,a316f8a06f3c0ca2b5fc5fa18a91781b313607b2,CWE-601,,
CVE-2020-7667,https://github.com/sassoftware/go-rpmutils,a64058cf21b8aada501bba923c9aab66fb6febf0,CWE-22,,
CVE-2022-39388,https://github.com/istio/istio,346260e5115e9fbc65ba8a559bc686e6ca046a32,CWE-863,,
CVE-2020-8945,https://github.com/containers/image,4c7a23f82ef09127b0ff28366d1cf31316dd6cc1,CWE-416,,
CVE-2021-21237,https://github.com/git-lfs/git-lfs,fc664697ed2c2081ee9633010de0a7f9debea72a,CWE-426,,
CVE-2021-21272,https://github.com/deislabs/oras,96cd90423303f1bb42bd043cb4c36085e6e91e8e,CWE-59,,
CVE-2021-21284,https://github.com/moby/moby,64bd4485b3a66a597c02c95f5776395e540b2c7c,CWE-22,,
CVE-2021-21285,https://github.com/moby/moby,8d3179546e79065adefa67cc697c09d0ab137d30,CWE-754,,
CVE-2022-24769,https://github.com/moby/moby,2bbc786e4c59761d722d2d1518cd0a32829bc07f,CWE-732,,
CVE-2022-36109,https://github.com/moby/moby,de7af816e76a7fd3fbf06bffa6832959289fba32,NVD-CWE-Other,,
CVE-2024-24557,https://github.com/moby/moby,3e230cfdcc989dc524882f6579f9e0dac77400ae,CWE-346,,
CVE-2021-21403,https://github.com/kongchuanhujiao/server,9a125624f219e496bdf4b07b404816d5a309bdc1,CWE-287,,
CVE-2021-21404,https://github.com/syncthing/syncthing,fb4fdaf4c0a79c22cad000c42ac1394e3ccb6a97,CWE-20,,
CVE-2022-46165,https://github.com/syncthing/syncthing,73c52eafb6566435dffd979c3c49562b6d5a4238,CWE-79,,
CVE-2022-39395,https://github.com/go-vela/server,05558ee99d70f7d6f83bed7c8f78ac0b35fa26f4,CWE-269,,
CVE-2021-22538,https://github.com/google/exposure-notifications-verification-server,eb8cf40b12dbe79304f1133c06fb73419383cd95,CWE-276,,
CVE-2021-23351,https://github.com/pires/go-proxyproto,7f48261db810703d173f27f3309a808cc2b49b8b,NVD-CWE-noinfo,,
CVE-2021-23365,https://github.com/TykTechnologies/tyk-identity-broker,243092965b0f93a95a14cb882b5b9a3df61dd5c0,CWE-287,,
CVE-2021-23365,https://github.com/TykTechnologies/tyk-identity-broker,46f70420e0911e4e8b638575e29d394c227c75d0,CWE-287,,
CVE-2021-23772,https://github.com/kataras/iris,e213dba0d32ff66653e0ef124bc5088817264b08,CWE-59,,
CVE-2021-29136,https://github.com/opencontainers/umoci,d9efc31daf2206f7d3fdb839863cf7a576a2eb57,CWE-20,,
CVE-2021-29482,https://github.com/ulikunitz/xz,69c6093c7b2397b923acf82cb378f55ab2652b9b,CWE-835,,
CVE-2021-30080,https://github.com/beego/beego,d5df5e470d0a8ed291930ae802fd7e6b95226519,NVD-CWE-noinfo,,
CVE-2021-3121,https://github.com/gogo/protobuf,b03c65ea87cdc3521ede29f62fe3ce239267c1bc,CWE-129,,
CVE-2021-32637,https://github.com/authelia/authelia,c62dbd43d6e69ae81530e7c4f8763857f8ff1dda,CWE-287,,
CVE-2021-32699,https://github.com/pterodactyl/wings,e0078eee0a71d61573a94c75e6efcad069d78de3,CWE-770,,
CVE-2023-25152,https://github.com/pterodactyl/wings,dac9685298c3c1c49b3109fa4241aa88272b9f14,CWE-59,,
CVE-2023-25168,https://github.com/pterodactyl/wings,429ac62dba22997a278bc709df5ac00a5a25d83d,CWE-59,,
CVE-2024-27102,https://github.com/pterodactyl/wings,d1c0ca526007113a0f74f56eba99511b4e989287,NVD-CWE-noinfo,,
CVE-2024-34066,https://github.com/pterodactyl/wings,5415f8ae07f533623bd8169836dd7e0b933964de,NVD-CWE-noinfo,,
CVE-2024-34068,https://github.com/pterodactyl/wings,c152e36101aba45d8868a9a0eeb890995e8934b8,NVD-CWE-noinfo,,
CVE-2021-32701,https://github.com/ory/oathkeeper,1f9f625c1a49e134ae2299ee95b8cf158feec932,CWE-863,,
CVE-2021-32783,https://github.com/projectcontour/contour,b53a5c4fd927f4ea2c6cf02f1359d8e28bef852e,CWE-610,,
CVE-2021-32825,https://github.com/bblfsh/bblfshd,4265465b9b6fb5663c30ee43806126012066aad4,CWE-59,,
CVE-2021-33496,https://github.com/dutchcoders/transfer.sh,9df18fdc69de2e71f30d8c1e6bfab2fda2e52eb4,CWE-79,,
CVE-2021-35206,https://github.com/gitpod-io/gitpod,8ca431f86ae3a6f9a17afcfed51cdd065fcff1a5,CWE-601,,
CVE-2024-21583,https://github.com/gitpod-io/gitpod,da1053e1013f27a56e6d3533aa251dbd241d0155,NVD-CWE-noinfo,,
CVE-2021-3602,https://github.com/containers/buildah,a468ce0ffd347035d53ee0e26c205ef604097fb0,CWE-212,,
CVE-2022-27651,https://github.com/containers/buildah,e7e55c988c05dd74005184ceb64f097a0cfe645b,CWE-276,,
CVE-2021-3684,https://github.com/openshift/assisted-installer,2403dad3795406f2c5d923af0894e07bc8b0bdc4,CWE-532,,
CVE-2021-3684,https://github.com/openshift/assisted-installer,f3800cfa3d64ce6dcd6f7b73f0578bb99bfdaf7a,CWE-532,,
CVE-2021-3762,https://github.com/quay/claircore,691f2023a1720a0579e688b69a2f4bfe1f4b7821,CWE-22,,
CVE-2021-37794,https://github.com/filebrowser/filebrowser,201329abce4e92ae9071b9ded81e267aae159fbd,CWE-79,,
CVE-2021-46398,https://github.com/filebrowser/filebrowser,74b7cd8e81840537a8206317344f118093153e8d,CWE-352,,
CVE-2023-39612,https://github.com/filebrowser/filebrowser,b508ac3d4f7f0f75d6b49c99bdc661a6d2173f30,CWE-79,,
CVE-2021-38599,https://github.com/wal-g/wal-g,cadf598e1c2a345915a21a44518c5a4d5401e2e3,CWE-754,,
CVE-2021-4070,https://github.com/v2fly/v2ray-core,c1af2bfd7aa59a4482aa7f6ec4b9208c1d350b5c,CWE-193,,
CVE-2021-41087,https://github.com/in-toto/in-toto-golang,f2c57d1e0f15e3ffbeac531829c696b72ecc4290,CWE-22,,
CVE-2021-41088,https://github.com/elves/elvish,ccc2750037bbbfafe9c1b7a78eadd3bd16e81fe5,CWE-346,,
CVE-2021-41090,https://github.com/grafana/agent,af7fb01e31fe2d389e5f1c36b399ddc46b412b21,CWE-312,,
CVE-2021-41092,https://github.com/docker/cli,893e52cf4ba4b048d72e99748e0f86b2767c6c6b,CWE-200,,
CVE-2021-41135,https://github.com/cosmos/cosmos-sdk,68ab790a761e80d3674f821794cf18ccbfed45ee,CWE-754,,
CVE-2021-41190,https://github.com/opencontainers/distribution-spec,ac28cac0557bcd3084714ab09f9f2356fe504923,CWE-843,,
CVE-2021-41278,https://github.com/edgexfoundry/app-functions-sdk-go,8fa13c6388ce76a6b878b54490eac61aa7d81165,CWE-327,,
CVE-2021-4236,https://github.com/ecnepsnai/web,5a78f8d5c41ce60dcf9f61aaf47a7a8dc3e0002f,CWE-476,,
CVE-2021-4238,https://github.com/Masterminds/goutils,869801f20f9f1e7ecdbdb6422049d8241270d5e1,CWE-331,,
